theta_0 theta_1 theta_2 theta_3
2.039159789337708 0.4673736378601366 4.612233410045546 -1.4269799829459797
0.1370176738378253 0.559685090181419 1.5674170964027616 0.20601990030806017
0.291915477564762 -1.636574689296113 5.28763529227375 1.084380455025242
-0.7174243178391582 -0.11281416635553831 4.447907824991081 -1.1138116389998565
0.21622990442153783 0.1144712161254593 5.483432787763968 1.399317276851609
-0.042767624787117486 -0.5930217686916415 4.625273661051848 0.5953738672160542
0.5036384779092173 -0.015638779226636923 1.5919759513828362 1.7962692947329701
-1.1535151116148539 2.2835018349657106 1.2267749234786776 2.450529591035019
0.9640381133652429 -0.8189997746563819 1.7273639171030575 1.7694574422055889
-0.08567688482230623 -0.0475940617396553 1.7369486313682776 -0.08500731605212297
-0.6361081130089112 -0.08720038362319696 3.4691779931386115 2.388376565488014
0.07647805402702179 -0.3564515848522402 1.9281723526788408 0.2074225621286372
-0.7921880473543264 -0.01216768444772759 3.019507592597637 0.9867469912597981
0.4546200597653842 0.24478037117066004 4.814703224968952 -0.9362269154311353
0.6601177060268673 1.1148936976065122 3.428855976256232 2.140458771865328
-1.4092575133045313 0.19667347146145397 1.2410869070222228 2.4740402922511806
0.4869214450919427 -0.7083431778662431 3.115510912074055 1.1246055703610094
0.6107776746424867 -0.7712568885001463 5.356142303375489 2.0353706009850487
0.566212724224137 -0.21446799218077683 4.034555291649057 1.998949379503345
0.1578404123352819 0.2476580061211624 1.5267807894954062 -0.6074840238940955
-0.2932882224075898 -0.8523153619153527 1.1581533839166918 0.9538863085436581
-0.9682322996369555 -2.7414764248944152 1.6527994626937037 0.8273842229823929
0.5022323099618218 -1.4674115862723076 2.503679712877527 0.3056858900749062
0.2666397061697282 1.1886065071233367 2.38885068919228 -1.5738599196605432
0.8213567214164297 1.7698835181226553 4.4705559379885 2.0195811159800554
-1.0577493929868407 0.8581971618241099 4.252013417680618 -1.8573508042230982
0.03551892998359463 -0.8952939274798113 3.8906763686436188 2.202432304090257
-0.36813067321774784 0.16236867008808376 3.9698375103485515 0.06215846621298282
-0.6022458773502011 0.2911100796779664 4.885175698415953 0.012630107317393557
-0.14767641561002107 0.6310747946986405 4.983496416994037 0.4626894017717752
1.2150047679644511 0.35650442604441457 3.609266726939724 1.7504861195212371
-0.8957982757138625 0.3374178267630952 5.307311706468099 0.03663122606312738
-0.09507256306133904 -0.8820731359080395 1.7748942414676145 -0.17286918550537106
-0.5409114931396636 0.07837850326045659 4.560121079499626 -0.6732077813356561
0.7445246095437499 -1.0022140463156548 5.15271272534842 2.1690715683521464
-0.22407406362807858 -1.0112786248736927 4.431895485976107 1.5851001069109638
-0.07210612716527809 -0.21850145962890555 4.616644626232324 1.398894018779059
-1.3341004527429172 0.9376300615471691 3.0960894978632982 1.5869033465282856
-1.2313828364925574 -0.29611093060967475 1.5286986884265368 -0.0761892055443516
-1.037511010373909 -0.9225902609013936 4.14819760942039 0.3108900901251786
-0.8449924535811735 -1.6564401259492514 5.71313527176353 2.9702499679443557
0.24566810378816947 -0.6556140107090302 4.749299128370319 1.7680866115241667
1.5107164231704935 -0.8879006158629494 5.8925021983387555 -1.497407602642246
-0.4325843816630841 -0.10466146898581963 4.385926888284356 -0.036770368389949404
0.5732093755173333 -0.09031690754153045 4.132630976014134 -0.5134025681185963
0.24334879217008476 0.7627042986551648 5.0638217763018485 -0.9417817579165724
-0.9118763383831834 -0.7206054758631115 4.618480855727665 2.588934217005562
0.9698590283668977 -0.04029606891886689 3.805392566546192 1.0531767230121305
0.15834091514933735 -0.17121568975395007 1.2111445864735235 0.8833763182153531
0.9865901965908761 -0.8876180090247192 4.402122271546188 -0.0574762994470861
1.1540650163566042 -0.39414028888337627 4.675935786844374 -0.12036407425668627
