theta_0 theta_1 theta_2
0.6400512726241113 5.629448499961537 -0.09820015623740475
0.19342034284330933 5.548961913853948 1.4455459197459066
0.46096847086900783 2.2671533263949266 2.7476417240023157
0.9415941023603968 3.36158696323521 -1.9786852158988935
0.3931880716278479 3.340213182108427 1.363706573081129
0.056337074513821084 4.634430004240506 0.10025529776018982
0.6115298659657668 3.0863841992309426 1.632821385320046
0.7478805967091536 4.031912582048013 -0.2542611503777168
0.5577553775307698 5.818042521681173 1.573263617896485
0.4115321384907735 5.328664474180373 0.777469807988046
0.9294151157631487 5.149817684525306 1.5530640029898621
0.8934980291522897 4.697882660165918 0.8434942209101164
0.9774043286131701 1.4036932646690563 -0.799256699280133
0.4955143802310902 1.9793713927350447 2.49783664570739
0.6841336279460138 3.0219749539128897 2.231058766225918
0.8595955492240774 5.506384355529347 0.006370973514505662
0.8183109135531772 5.620320470091733 0.7179857812508753
0.9648409944978799 3.610859559733696 1.576370999955878
0.7539956429644669 4.23954423915929 -1.3368894295236102
0.4903777750390996 4.260576714460777 -0.412271828871723
0.6654833486290053 3.274663248561813 0.995891162176771
0.6367248797542882 4.481115379387297 0.5473178180302382
0.0589621083885716 3.1087913169404366 1.2789419315270532
0.5638036870405272 5.003233065568037 1.003673654749866
0.35957498822552986 5.316778190472679 1.408874418864738
0.5829181901225567 2.790482986675914 -0.7758546135340867
0.11065068183728144 2.6975582767679693 -0.7402478453783152
0.6330309529355724 3.900470804405315 0.8972622939459833
0.8652873967460123 3.621847546854043 1.532181888578935
0.2853300560467954 3.2245212527679272 2.673366804720054
0.4842274023706866 2.6447466494806564 2.6409769901287943
0.8284544673949104 4.153066340017798 1.9104927013065456
0.1804814485535639 3.8532492706145716 -0.4087601351138649
0.28987636154918306 2.723706119426612 0.800080855442677
0.3103020382892341 2.3288409197242324 0.37582617251781714
0.3195168317524511 4.189597957431879 1.1113009688505122
0.33103505567913355 5.293598658365481 -1.7949831608008142
0.7914918036045466 5.196677637348273 0.3396453978673072
0.5094633905007301 5.461311242386821 0.7122580584030549
0.171744877032704 4.552708544814861 0.3289277227785701
0.8133667320314714 1.9576557588883603 1.1983932417583976
0.818327149439565 4.586192072677749 0.6469861758277995
0.9105201575676329 3.666452474990752 1.8590588613932821
0.8724212762092297 2.088232232008016 1.8531724537924466
0.4128395086144302 5.851646933416621 1.3670020585570584
0.9990216888723343 4.38278769356795 2.7936950104881673
0.041470992602288745 5.977946607726691 1.8969098336312187
0.7933048355382091 3.7608649251590007 1.7374263061090316
0.9537256253692381 3.3510933271937517 0.7489931892911006
0.043944502210265274 4.505201712186731 2.865536719147653
0.3052335168005799 4.912220268955434 2.5655847110445418
0.49610777004530315 4.563250657882692 -1.9973937828761814
0.8913957242223547 1.0815523799086906 2.4068985605821274
0.961446823833213 3.6541640189911857 2.483362556703595
0.40790203951542503 3.057331248949807 -0.053159716647003474
